company_name,record_type,entity_type,stage,priority,status,days_since_last_contact,days_until_event,overdue_count,related_count,score,label
C R SOLUTIONS,followup,deal,P2,High,pending,35,0,4,3,42.83,High
Fine Pro Multi Developers,followup,deal,P2,High,pending,48,0,3,4,45,High
G K Enterprise,meeting,deal,P2,Medium,scheduled,20,0,5,2,35.33,High
Adview Advertising Pvt.Ltd,meeting,deal,P2,High,scheduled,53,0,3,3,41.83,High
Instawings India Pvt Ltd,followup,lead,P2,Medium,pending,8,0,0,1,18.33,Low
test rutuja pandit,meeting,lead,P2,Medium,scheduled,24,0,3,2,27,Medium
STAR  SIGNAGE,meeting,deal,P2,Medium,scheduled,13,0,2,2,28.17,Medium
Enkon Pvt Ltd,followup,deal,P2,Medium,pending,9,0,0,2,25.5,Medium
Maruti Advertising,meeting,lead,P2,Low,scheduled,0,0,0,5,20,Low
Brigs espro,followup,deal,P2,Medium,pending,26,0,2,2,32.33,High
Sangam Enterprises,followup,deal,P2,High,pending,35,0,4,5,46.83,High
INNOVATIVE CONCEPT ENTERPRISES,meeting,lead,P2,Medium,scheduled,19,0,2,4,28.17,Medium
Smartants Group,followup,deal,P2,Low,pending,6,0,2,2,26,Medium
PRINTOUCH,followup,lead,P2,Medium,pending,16,0,2,5,31.67,Medium
Kraftix Digital,meeting,lead,P2,High,scheduled,45,0,2,3,33.5,High
Amit Joshi,meeting,deal,P2,Medium,scheduled,11,0,3,2,29.83,Medium
LETTERSHOP INDIA PVT LTD,followup,lead,P2,Medium,pending,0,0,2,1,21,Low
Flambird,followup,deal,P2,Medium,pending,17,0,2,2,30.83,Medium
Kushla Enterprises,followup,lead,P2,High,pending,43,0,4,3,39.17,High
Architect Hafeez Contractor,followup,lead,P2,Medium,pending,11,0,5,4,34.83,High
THE DEVINE ART,followup,deal,P2,Low,pending,9,0,0,2,22.5,Low
Kaarmik,followup,lead,P2,Medium,pending,33,0,1,2,26.5,Medium
Lachhman Dass & Co.,meeting,lead,P2,Low,scheduled,8,0,1,5,23.33,Low
Sheetal print and sign,followup,deal,P2,Low,pending,8,0,2,3,28.33,Medium
Vishalaakshi Consultant,followup,deal,P2,Low,pending,34,0,3,2,32.67,High
Sanjay Art Gallery,meeting,lead,P2,Medium,scheduled,10,0,2,3,24.67,Low
DSIGN,meeting,lead,P2,Medium,scheduled,19,0,2,3,26.17,Medium
METRO SIGN,meeting,lead,P2,Medium,scheduled,42,0,4,1,30,Medium
Hitech Vision,followup,deal,P2,Low,pending,18,0,0,2,24,Low
H G graphics,meeting,deal,P2,Medium,scheduled,46,0,5,2,39.67,High
Lakshmi Signtech,followup,lead,P2,High,pending,46,0,4,2,37.67,High
SUPER SIGNS CREATION LLP,meeting,deal,P2,Medium,scheduled,14,0,4,2,32.33,High
Pan Media Solutions,meeting,deal,P2,Medium,scheduled,10,0,5,5,39.67,High
Sachin,followup,lead,P2,Low,pending,1,0,2,2,20.17,Low
"MIPL Global Design Pvt Ltd.,",followup,deal,P2,High,pending,42,0,2,2,38,High
IKIO Solutions Pvt Limited,followup,deal,P2,Medium,pending,10,0,1,4,31.67,Medium
Perfect Solutions and Stationery,followup,lead,P2,Medium,pending,54,0,3,0,30,Medium
Impact signs,meeting,deal,P2,High,scheduled,42,0,5,4,46,High
Karthik Signage,meeting,lead,P2,Low,scheduled,9,0,1,3,19.5,Low
spectrum imaging,followup,deal,P2,High,pending,39,0,3,4,43.5,High
Jyoti display pvt ltd,meeting,lead,P2,Medium,scheduled,24,0,2,0,21,Low
Transform Sign Unfold Everything,meeting,deal,P2,High,scheduled,45,0,4,3,42.5,High
Flame Productions,meeting,lead,P2,Low,scheduled,7,0,2,4,23.17,Low
SHREE ARTS,followup,deal,P2,High,pending,56,0,4,2,44.33,High
Attitude,meeting,deal,P2,Low,scheduled,6,0,1,1,20,Low
Pan Media Solutions,followup,deal,P2,Medium,pending,10,0,2,3,31.67,Medium
Maha Sai Enterprises,followup,lead,P2,Medium,pending,25,0,2,4,31.17,Medium
test client,followup,deal,P2,Low,pending,9,0,1,5,30.5,Medium
City lights,meeting,lead,P2,High,scheduled,51,0,3,1,32.5,High
Wings,followup,lead,P2,Medium,pending,44,0,2,3,32.33,High
Bansal Graphics & Advertisers,meeting,deal,P2,High,scheduled,25,0,3,2,35.17,High
OM sai lamination,meeting,deal,P2,High,scheduled,0,0,2,5,35,High
Shri Yadav Trading,followup,deal,P2,Medium,pending,43,0,5,0,37.17,High
SHREY DIGITALS,followup,deal,P2,Medium,pending,13,0,3,4,36.17,High
RANGTARA ARTS,meeting,lead,P2,Low,scheduled,0,0,2,3,20,Low
M.P SIGNAGES & PRINTING,meeting,deal,P2,Low,scheduled,8,0,1,4,26.33,Medium
Shubharambh,meeting,lead,P2,Low,scheduled,7,0,0,4,19.17,Low
Mani arts,followup,deal,P2,High,pending,14,0,0,4,33.33,High
Vivek Kumar,followup,lead,P2,High,pending,45,0,3,3,37.5,High
HiFi Printers,followup,deal,P2,Low,pending,3,0,2,2,25.5,Medium
3D Solutions,meeting,lead,P2,Medium,scheduled,14,0,2,1,21.33,Low
SD industrial solutions,meeting,deal,P2,Low,scheduled,33,0,4,3,34.5,High
Suntony Signage Pvt Ltd,meeting,deal,P2,High,scheduled,35,0,4,4,42.83,High
Parallel Learning,meeting,deal,P2,Low,scheduled,7,0,2,2,24.17,Low
Laxman sign makers,meeting,lead,P2,Medium,scheduled,22,0,2,1,22.67,Low
VG Enterprises,meeting,lead,P2,Low,scheduled,15,0,0,4,20.5,Low
Posh designz,meeting,lead,P2,Low,scheduled,21,0,2,4,25.5,Medium
TANVIR CREATION PRIVATE LIMITED,followup,lead,P2,High,pending,40,0,3,1,32.67,High
Manjarabad Infrastructure Pvt Ltd,followup,deal,P2,Low,pending,0,0,1,2,23,Low
Fireplan India pvt.ltd,meeting,deal,P2,Medium,scheduled,30,0,1,3,31,Medium
nexus creative,meeting,lead,P2,Low,scheduled,0,0,3,4,24,Low
Sign-In,followup,deal,P2,Low,pending,7,0,1,2,24.17,Low
IN & OUT IMPRESSION PVT LTD,meeting,lead,P2,Medium,scheduled,24,0,3,4,31,Medium
PREMKAND Engineering,meeting,lead,P2,High,scheduled,22,0,3,4,33.67,High
Mahalakshmi Marketing,followup,deal,P2,Medium,pending,22,0,2,3,33.67,High
Cosign Bangalore,followup,lead,P2,Medium,pending,10,0,1,2,22.67,Low
Ad Wave Creations,followup,deal,P2,Medium,pending,36,0,4,3,40,High
YT Sign Solution,meeting,deal,P2,High,scheduled,39,0,1,4,37.5,High
L K Creations,followup,deal,P2,High,pending,13,0,4,4,41.17,High
Attitude,followup,deal,P2,Low,pending,10,0,2,5,32.67,High
Affly Systems,meeting,deal,P2,Medium,scheduled,29,0,3,4,36.83,High
D l corporation,followup,lead,P2,Medium,pending,37,0,5,1,33.17,High
Daddy Media,meeting,deal,P2,Medium,scheduled,35,0,5,1,35.83,High
Exact Graphics,followup,deal,P2,Low,pending,4,0,0,1,19.67,Low
PRACHI SIGNAGE,followup,deal,P2,High,pending,49,0,4,1,41.17,High
Cheera signs,meeting,deal,P2,High,scheduled,36,0,3,2,37,High
Ecumen Edge,followup,deal,P2,Medium,pending,17,0,1,4,32.83,High
INNOVATION ENTERPRISES,followup,lead,P2,High,pending,6,0,1,2,25,Medium
Vijetha Digital,meeting,deal,P2,Low,scheduled,1,0,0,3,21.17,Low
JD Sign Service,meeting,lead,P2,High,scheduled,1,0,0,2,20.17,Low
Graphica,meeting,deal,P2,Medium,scheduled,50,0,2,2,34.33,High
CHINTAMANI THERMAL TECHNOLOGIES PVT LTD,meeting,deal,P2,Low,scheduled,45,0,4,4,38.5,High
PAWAR ARTS,meeting,deal,P2,High,scheduled,37,0,3,0,33.17,High
YFA Advertising & Marketing Pvt Ltd,meeting,lead,P2,Low,scheduled,9,0,1,1,15.5,Low
Maythird Design,followup,lead,P2,Low,pending,46,0,0,5,29.67,Medium
rutu,meeting,deal,P2,Low,scheduled,9,0,1,4,26.5,Medium
Sachin Enterprises,followup,lead,P2,Low,pending,5,0,0,3,18.83,Low
Ss Electricals Enterprises,followup,deal,P2,Low,pending,11,0,2,3,28.83,Medium
test alias test,followup,deal,P2,Low,pending,35,0,5,2,36.83,High
Jaison Safety Solution,meeting,deal,P2,Low,scheduled,2,0,0,1,17.33,Low
Inkpot Graphics,followup,deal,P2,Medium,pending,10,0,2,2,29.67,Medium
MIDWAY TRADING CO.,meeting,lead,P2,High,scheduled,35,0,4,5,39.83,High
SREE ADS,followup,lead,P2,Medium,pending,35,0,3,2,30.83,Medium
Muktagiri Signage & Graphics,meeting,deal,P2,High,scheduled,35,0,3,2,36.83,High
Prakashal Digital Zone,meeting,deal,P2,Medium,scheduled,10,0,3,4,33.67,High
Rennix solutions,meeting,deal,P2,High,scheduled,44,0,5,3,44.33,High
Mayooram AD-MEDIA,meeting,lead,P2,Low,scheduled,7,0,3,3,23.17,Low
Kala Indesign,meeting,deal,P2,Medium,scheduled,28,0,4,2,34.67,High
Inchworm Creational LLP,followup,lead,P2,Low,pending,14,0,2,2,22.33,Low
First Impression Systems,followup,lead,P2,Medium,pending,13,0,1,5,29.17,Medium
Gloplast Advertising Pvt. Ltd.,meeting,deal,P2,Low,scheduled,5,0,0,3,21.83,Low
Genius Graphics,meeting,deal,P2,High,scheduled,43,0,3,1,36.17,High
Kiwa,followup,deal,P2,Low,pending,5,0,3,5,33.83,High
First Impression Systems,followup,lead,P2,High,pending,0,0,2,3,28,Medium
Galore,followup,lead,P2,Low,pending,17,0,3,5,30.83,Medium
KYZEN ADVERTISING & MARKETING PRIVATE LIMITED,followup,deal,P2,High,pending,35,0,4,3,42.83,High
Stylo Maximage Unit Of Stylo Graphics Private Limited,meeting,deal,P2,Low,scheduled,6,0,0,3,22,Low
Signaletics,meeting,deal,P2,High,scheduled,38,0,4,1,37.33,High
"Savitha Printer, Sign & Display",meeting,lead,P2,High,scheduled,47,0,3,3,35.83,High
LAXMI ENTERPRISES,followup,deal,P2,Medium,pending,10,0,1,3,29.67,Medium
LAXMI ENTERPRISES,meeting,lead,P2,High,scheduled,44,0,3,1,31.33,Medium
Creative Mind Works,followup,deal,P2,High,pending,25,0,4,2,39.17,High
PURAN GRAPHICS,meeting,deal,P2,High,scheduled,35,0,3,1,34.83,High
Sinex Systems Private Ltd,followup,deal,P2,Medium,pending,37,0,3,3,38.17,High
SuperUs Systems Pvt Ltd,meeting,deal,P2,High,scheduled,40,0,4,2,39.67,High
Shanti Acrylic,meeting,lead,P2,Medium,scheduled,14,0,2,3,25.33,Medium
Info sign,followup,lead,P2,Low,pending,9,0,0,5,23.5,Low
Magnus Brand Solution,meeting,lead,P2,Medium,scheduled,30,0,2,5,32,High
SDB Signs,meeting,deal,P2,Medium,scheduled,15,0,2,1,26.5,Medium
Mangalmurti Arts,followup,lead,P2,Low,pending,51,0,5,3,36.5,High
Shamba Shadashiv Enterprises,meeting,lead,P2,Medium,scheduled,17,0,5,3,31.83,Medium
The Signage factory,meeting,deal,P2,Medium,scheduled,18,0,3,3,33,High
Shree Shyam Signages,followup,deal,P2,Low,pending,6,0,1,4,28,Medium
AD-N-AD,meeting,lead,P2,Medium,scheduled,55,0,1,2,28.17,Medium
Sugilite & Associates,meeting,lead,P2,Medium,scheduled,8,0,1,4,24.33,Low
AL-SAMA,followup,deal,P2,High,pending,41,0,4,5,47.83,High
MIDWAY TRADING CO.,meeting,deal,P2,High,scheduled,60,0,5,1,43,High
SREE ADS,followup,lead,P2,Medium,pending,3,0,1,1,19.5,Low
TRIDENT COMBINES,followup,deal,P2,Low,pending,20,0,3,4,34.33,High
Brigs Espro Services Pvt Ltd,meeting,deal,P2,High,scheduled,51,0,3,4,43.5,High
Delhi signage,followup,lead,P2,Medium,pending,50,0,3,4,37.33,High
RIDDHI ENTERPRISES - PUNE,followup,deal,P2,Medium,pending,0,0,2,2,28,Medium
Taksh impressions llp,followup,deal,P2,Low,pending,0,0,2,4,29,Medium
Mark designs,meeting,lead,P2,High,scheduled,5,0,2,1,22.83,Low
Paix Surveillance Pvt Ltd,followup,deal,P2,Medium,pending,10,0,1,4,31.67,Medium
FUTURE SIGNAGES PRIVATE LIMITED,meeting,deal,P2,High,scheduled,35,0,3,2,36.83,High
Mayooram AD-MEDIA,followup,lead,P2,High,pending,35,0,0,4,31.83,Medium
shade graphics,followup,lead,P2,Low,pending,4,0,2,1,18.67,Low
Creative Advertising,followup,lead,P2,High,pending,52,0,3,3,38.67,High
AGX RETAIL SOLUTIONS PRIVATE LIMITED,followup,deal,P2,Medium,pending,46,0,5,3,43.67,High
Wattamwar Capital,meeting,lead,P2,Low,scheduled,1,0,1,4,20.17,Low
LUCKY COPIERS,followup,deal,P2,Medium,pending,9,0,1,3,29.5,Medium
Gk global,meeting,deal,P2,Low,scheduled,37,0,1,3,29.17,Medium
AD SIGN,meeting,lead,P2,High,scheduled,41,0,4,4,38.83,High
ELECTRONICS AND ELECTRONICS CORPORATION,meeting,deal,P2,Low,scheduled,30,0,1,5,32,High
rutika testing,meeting,deal,P2,Medium,scheduled,44,0,3,4,39.33,High
Absolute Brand & Retail  pvt ltd,followup,deal,P2,Medium,pending,22,0,5,4,41.67,High
Drishya Enterprises,meeting,deal,P2,Medium,scheduled,11,0,1,3,27.83,Medium
Dzire Graphics,meeting,deal,P2,High,scheduled,44,0,4,5,46.33,High
Aditya Enterprise,followup,deal,P2,Medium,pending,0,0,2,1,26,Medium
INNOVATION ENTERPRISES,followup,deal,P2,Medium,pending,6,0,2,3,31,Medium
Sign star,meeting,deal,P2,Low,scheduled,12,0,2,2,25,Medium
test rutuja pandit,followup,lead,P2,Medium,pending,13,0,1,2,23.17,Low
Ministry of graphics,meeting,deal,P2,Low,scheduled,37,0,3,2,31.17,Medium
Signsn Dsigns,meeting,deal,P2,High,scheduled,35,0,2,2,34.83,High
Admark,followup,lead,P2,Medium,pending,45,0,1,3,30.5,Medium
24 brand creation,meeting,lead,P2,Medium,scheduled,20,0,2,5,30.33,Medium
The Signage factory,meeting,deal,P2,Low,scheduled,7,0,1,3,24.17,Low
Bright Sign World,meeting,lead,P2,High,scheduled,35,0,4,4,37.83,High
The SignMan,meeting,deal,P2,High,scheduled,45,0,2,1,34.5,High
Mavrica Graphics,followup,deal,P2,Low,pending,8,0,1,0,20.33,Low
Rennix solutions,meeting,lead,P2,Low,scheduled,12,0,1,4,22,Low
Rukhshar art,meeting,lead,P2,Medium,scheduled,25,0,4,2,29.17,Medium
Penxels Creation,meeting,deal,P2,High,scheduled,41,0,4,3,41.83,High
Groen Industries,followup,lead,P2,Medium,pending,17,0,2,4,29.83,Medium
success engravers in pvt ltd,meeting,deal,P2,Medium,scheduled,10,0,1,4,29.67,Medium
ARC DOCUMENT SOLUTIONS INDIA PRIVATE LIMITED,followup,deal,P2,Low,pending,10,0,2,3,28.67,Medium
Magic Media Solutions,followup,deal,P2,Medium,pending,42,0,4,4,43,High
PURAN GRAPHICS,followup,lead,P2,Low,pending,25,0,2,2,24.17,Low
Marvel Signs,followup,deal,P2,Low,pending,8,0,0,3,24.33,Low
Mad design solutions,followup,lead,P2,Medium,pending,26,0,3,5,35.33,High
Asrast Technologies,followup,deal,P2,High,pending,35,0,3,5,44.83,High
Srushti Neons,followup,deal,P2,Low,pending,2,0,2,0,21.33,Low
VG Enterprises,meeting,deal,P2,Low,scheduled,30,0,4,4,36,High
Tactile Artworks Private Limited,meeting,deal,P2,Medium,scheduled,5,0,0,4,26.83,Medium
Get Your Reach,meeting,lead,P2,Low,scheduled,14,0,1,1,16.33,Low
Indinno Technoligies Pvt Ltd,meeting,deal,P2,High,scheduled,42,0,3,2,38,High
shivshakti enterprises,meeting,deal,P2,High,scheduled,7,0,2,3,32.17,High
Ranu Signage Industries,followup,deal,P2,Low,pending,1,0,1,4,27.17,Medium
CUSTOM WRAPS INDIA PRIVATE LIMITED,followup,deal,P2,Low,pending,12,0,0,3,25,Medium
Sharp Signs,meeting,deal,P2,Medium,scheduled,29,0,2,2,30.83,Medium
Signwork,followup,lead,P2,Low,pending,2,0,1,1,16.33,Low
Nishitha ads,meeting,deal,P2,Medium,scheduled,54,0,1,3,35,High
Vivek traders,meeting,lead,P2,High,scheduled,38,0,3,3,34.33,High
Amaan signage,followup,deal,P2,Medium,pending,60,0,4,1,40,High
Sarg Design Studio LLP,meeting,deal,P2,Low,scheduled,10,0,1,4,26.67,Medium
Cosign India Pvt Ltd,meeting,deal,P2,Medium,scheduled,24,0,4,4,38,High
RNR Project,followup,deal,P2,High,pending,8,0,1,0,26.33,Medium
JE ENGINEERS PVT LTD,followup,deal,P2,Medium,pending,16,0,2,4,34.67,High
LETTERSHOP INDIA PVT LTD,followup,deal,P2,Low,pending,6,0,2,3,28,Medium
test new project,followup,deal,P2,Medium,pending,7,0,2,2,29.17,Medium
testp,followup,lead,P2,Low,pending,37,0,4,3,32.17,High
Signature Graphics,meeting,lead,P2,High,scheduled,60,0,5,4,44,High
INFINITY TRADING CO.,meeting,deal,P2,High,scheduled,17,0,3,5,39.83,High
SIGNS N DSIGN,meeting,lead,P2,Low,scheduled,47,0,3,4,31.83,Medium
Prashant Arts,meeting,deal,P2,High,scheduled,60,0,4,2,43,High
GLOW SIGN,meeting,deal,P2,Medium,scheduled,7,0,2,3,29.17,Medium
Chennai Sticker Point,followup,lead,P2,High,pending,35,0,4,2,35.83,High
SP Technology,followup,lead,P2,High,pending,10,0,3,2,29.67,Medium
Media of Advertising and Publicity,meeting,deal,P2,High,scheduled,35,0,5,3,42.83,High
Maa Laser art,meeting,deal,P2,Low,scheduled,10,0,0,1,18.67,Low
CRYSTAL DECORATORS,followup,lead,P2,Medium,pending,45,0,5,2,36.5,High
"SignTech Indian,",followup,deal,P2,Low,pending,29,0,3,4,35.83,High
shade graphics,followup,lead,P2,High,pending,35,0,4,3,37.83,High
Creative Image,followup,deal,P2,Medium,pending,28,0,2,5,38.67,High
Tata Elxsi,followup,deal,P2,Medium,pending,10,0,2,4,33.67,High
GANDHARVA ARTS,meeting,lead,P2,High,scheduled,35,0,4,3,35.83,High
ADS SPACE PRINTERES AND ADVERTISE,meeting,deal,P2,High,scheduled,46,0,4,2,40.67,High
Curativiti Ideas,meeting,deal,P2,Medium,scheduled,45,0,3,2,35.5,High
Ulka creation,followup,deal,P2,Medium,pending,17,0,4,3,36.83,High
Yash Industries,followup,deal,P2,High,pending,53,0,2,3,41.83,High
Elements signage,followup,lead,P2,Medium,pending,27,0,3,5,35.5,High
Crista associates,followup,lead,P2,Medium,pending,22,0,2,4,30.67,Medium
Hipixo photography,followup,lead,P2,Medium,pending,10,0,2,3,26.67,Medium
Moraya Graphics,followup,deal,P2,High,pending,42,0,1,4,40,High
Design world,meeting,lead,P2,Medium,scheduled,38,0,5,5,39.33,High
Moonlight Sign,meeting,lead,P2,Low,scheduled,14,0,2,4,24.33,Low
Midas touch creations,followup,deal,P2,High,pending,42,0,1,1,34,High
Signtek,meeting,lead,P2,Low,scheduled,20,0,2,2,21.33,Low
Mudra Signs,meeting,lead,P2,High,scheduled,47,0,3,0,29.83,Medium
24 brand creation,followup,deal,P2,Medium,pending,23,0,3,4,37.83,High
Ashoka,meeting,deal,P2,High,scheduled,50,0,3,2,39.33,High
Akshaya Signs Express,meeting,deal,P2,Low,scheduled,10,0,1,4,26.67,Medium
F6 Architects,followup,lead,P2,Low,pending,4,0,1,2,18.67,Low
Smart Designs,followup,deal,P2,High,pending,45,0,4,4,46.5,High
test new project,followup,deal,P2,Medium,pending,18,0,0,1,25,Medium
Leon Enterprises,followup,deal,P2,Medium,pending,21,0,3,5,39.5,High
Sanjay Art Gallery,meeting,lead,P2,Low,scheduled,10,0,0,3,17.67,Low
Skill Fest Creators,meeting,lead,P2,Medium,scheduled,28,0,3,2,27.67,Medium
Aesthesy,followup,deal,P2,High,pending,49,0,1,2,37.17,High
Cosign India North,followup,lead,P2,Medium,pending,5,0,1,2,21.83,Low
SARAYU BRANDING & PRINTING Pvt Ltd,meeting,deal,P2,Low,scheduled,0,0,2,4,27,Medium
MMERAKI,meeting,deal,P2,High,scheduled,34,0,3,1,34.67,High
VJR Signs,meeting,deal,P2,High,scheduled,19,0,1,4,34.17,High
Masira arts & trading,meeting,lead,P2,Low,scheduled,1,0,2,2,18.17,Low
EON CREATION,meeting,deal,P2,Low,scheduled,21,0,2,1,24.5,Low
Essentix Office Solution,meeting,deal,P2,High,scheduled,46,0,3,3,40.67,High
SHINDE CREATIONS,meeting,deal,P2,High,scheduled,50,0,3,2,39.33,High
Bezel Designs and Communication Pvt. Ltd.,followup,deal,P2,Medium,pending,37,0,5,4,44.17,High
Navi Mumbai International Airport pvt Ltd,followup,lead,P2,Medium,pending,31,0,2,3,30.17,Medium
Impression Printing Press,followup,lead,P2,Low,pending,29,0,1,0,18.83,Low
True Ads Pvt Ltd,meeting,deal,P2,Medium,scheduled,24,0,2,3,32,High
SHINDE CREATIONS,followup,deal,P2,Low,pending,26,0,3,4,35.33,High
GB MEDIA VISION,followup,lead,P2,High,pending,26,0,0,4,30.33,Medium
GINNI ENTERPRISES,followup,lead,P2,Low,pending,5,0,1,3,20.83,Low
PaperPixel,meeting,lead,P2,Low,scheduled,37,0,2,1,22.17,Low
Digvijay Rajdev Architects,meeting,lead,P2,Low,scheduled,0,0,0,4,18,Low
The Grey Cell,meeting,deal,P2,Low,scheduled,5,0,1,2,21.83,Low
Creative Concepts Mumbai,followup,lead,P2,Medium,pending,50,0,3,1,31.33,Medium
Opulence Media,followup,deal,P2,High,pending,40,0,1,3,37.67,High
SUN ATLURI GREEN ENERGY SAGE,meeting,deal,P2,Medium,scheduled,23,0,1,0,23.83,Low
ITD Cementation Pvt. Ltd.,meeting,lead,P2,Medium,scheduled,27,0,5,1,29.5,Medium
Mermaid Digital Pvt Ltd,followup,deal,P2,Low,pending,1,0,2,3,27.17,Medium
Adems Digital imaging solutions,followup,deal,P2,Low,pending,7,0,1,4,28.17,Medium
Fusion Digital,followup,lead,P2,High,pending,46,0,1,2,31.67,Medium
VWF Industries (P) Ltd,followup,lead,P2,Medium,pending,8,0,1,4,26.33,Medium
Master Sign India,followup,lead,P2,Medium,pending,50,0,4,1,33.33,High
Ambis Signage,followup,lead,P2,High,pending,7,0,2,1,25.17,Medium
ELITE GRAPHICS,meeting,lead,P2,Low,scheduled,1,0,2,3,20.17,Low
Magic Platinum Services,meeting,lead,P2,Low,scheduled,5,0,1,2,16.83,Low
Impetus Sign India LLP,meeting,deal,P2,High,scheduled,8,0,2,3,32.33,High
Mahima,meeting,deal,P2,High,scheduled,11,0,2,2,30.83,Medium
RANGTARA ARTS,followup,deal,P2,Medium,pending,14,0,5,5,42.33,High
Maruti Branding Solution,followup,lead,P2,Medium,pending,43,0,4,2,34.17,High
Octopus Advertising,followup,lead,P2,High,pending,42,0,0,4,33,High
Cherry Arts,followup,deal,P2,High,pending,45,0,3,2,40.5,High
Signtist,followup,deal,P2,High,pending,39,0,4,4,45.5,High
TRU SIGNS,meeting,lead,P2,Low,scheduled,6,0,1,0,13,Low
Asia Enterprise,followup,deal,P2,Low,pending,0,0,0,3,23,Low
JMS UNIVERSAL TECHNOLOGIES PVT LTD,followup,deal,P2,High,pending,5,0,2,1,29.83,Medium
Sanika Signage  & Designers,meeting,deal,P2,High,scheduled,51,0,1,4,39.5,High
Sign star,followup,deal,P2,High,pending,45,0,4,3,44.5,High
ILLUSION DESIGN,meeting,deal,P2,Low,scheduled,12,0,0,1,19,Low
SIGNEX VISUAL,meeting,deal,P2,High,scheduled,10,0,1,2,28.67,Medium
Lakshya signages,followup,lead,P2,Low,pending,14,0,1,5,26.33,Medium
Sugilite & Associates,meeting,lead,P2,Medium,scheduled,39,0,4,5,37.5,High
PRATIBHA PRESS AND MULTIMEDIA PVT LTD,followup,deal,P2,Low,pending,0,0,0,4,25,Medium
Image Printer,meeting,deal,P2,Low,scheduled,40,0,3,2,31.67,Medium
Swastik Print AD Industries,followup,lead,P2,High,pending,53,0,5,3,42.83,High
Pearlton,meeting,deal,P2,Medium,scheduled,18,0,4,5,39,High
CMYK Grapahics,meeting,lead,P2,Medium,scheduled,4,0,1,5,25.67,Medium
Sign Smart,followup,deal,P2,Low,pending,17,0,2,4,31.83,Medium
TOUCHPOINT TOOLS PRIVATE LIMITED,meeting,deal,P2,Low,scheduled,6,0,1,3,24,Low
SARAYU BRANDING & PRINTING Pvt Ltd,followup,deal,P2,Low,pending,47,0,2,3,34.83,High
Crayon,meeting,deal,P2,Medium,scheduled,38,0,2,4,36.33,High
Wattamwar Capital,meeting,deal,P2,Low,scheduled,0,0,2,4,27,Medium
LAVS D'SIGNS,meeting,deal,P2,Low,scheduled,51,0,0,2,27.5,Medium
Sapphire techwork solutions,meeting,lead,P2,Medium,scheduled,35,0,0,4,26.83,Medium
Satyam Graphics Nagpur,followup,deal,P2,Low,pending,7,0,1,3,26.17,Medium
SHRI SAI PRINTERS & TRADERS,followup,deal,P2,Medium,pending,60,0,0,0,30,Medium
Sharin Bhausaheb Nalawade,followup,deal,P2,Medium,pending,5,0,1,0,22.83,Low
Ad Net Advertising,followup,lead,P2,High,pending,8,0,3,3,31.33,Medium
Onepath integrated Solutions pvt Ltd,followup,deal,P2,Low,pending,22,0,2,1,26.67,Medium
SHREY DIGITALS,meeting,deal,P2,Low,scheduled,7,0,0,3,22.17,Low
K SQUARE ARCHITECTS,followup,deal,P2,Low,pending,24,0,5,5,41,High
"MIPL Global Design Pvt Ltd.,",followup,deal,P2,Medium,pending,60,0,3,1,38,High
SINE O CRAFT,followup,deal,P2,Medium,pending,11,0,1,1,25.83,Medium
Vara Ecom llp,followup,deal,P2,High,pending,51,0,5,3,47.5,High
Aai Advertising & Sports,followup,deal,P2,High,pending,40,0,3,5,45.67,High
Promotage,followup,deal,P2,High,pending,45,0,4,2,42.5,High
SRI DATTA FASHIONS,followup,lead,P2,Medium,pending,15,0,0,1,19.5,Low
S.S Digital India,followup,lead,P2,Low,pending,10,0,1,2,19.67,Low
Wattamwar Capital,meeting,deal,P2,High,scheduled,28,0,4,5,43.67,High
CUSTOM WRAPS INDIA PRIVATE LIMITED,meeting,deal,P2,Low,scheduled,1,0,2,4,27.17,Medium
Addwall,meeting,deal,P2,High,scheduled,59,0,4,1,40.83,High
Xenon Signage,followup,deal,P2,High,pending,0,0,2,2,31,Medium
J tronics,meeting,deal,P2,High,scheduled,38,0,3,5,43.33,High
Parshwa Acrylic,followup,deal,P2,Medium,pending,42,0,2,5,41,High
KALPANA STRUCT-CON PVT LTD,meeting,deal,P2,Low,scheduled,27,0,4,5,37.5,High
LORENZ IMAGING,followup,deal,P2,Low,pending,6,0,4,5,36,High
RUPAK MAITY,followup,deal,P2,Low,pending,7,0,3,3,30.17,Medium
Aruna Arts,meeting,deal,P2,Medium,scheduled,16,0,1,2,26.67,Medium
Ranjeet Signage Solution,followup,lead,P2,Medium,pending,36,0,1,1,25,Medium
Corp Traders,meeting,lead,P2,Low,scheduled,5,0,1,5,22.83,Low
A J Graphics,meeting,deal,P2,High,scheduled,35,0,4,3,40.83,High
Himanshu Enterprises,followup,deal,P2,Low,pending,13,0,0,2,23.17,Low
Primage Signs India Pvt Ltd,meeting,deal,P2,Medium,scheduled,21,0,1,4,31.5,Medium
Print Xpress,followup,lead,P2,Low,pending,5,0,2,4,24.83,Low
SHREE GANESH OFFSET PRINTING,followup,lead,P2,Medium,pending,10,0,2,2,24.67,Low
SB Arts,followup,deal,P2,Low,pending,35,0,4,0,30.83,Medium
New Alif Enterprises,meeting,deal,P2,Low,scheduled,29,0,4,3,33.83,High
Khadilkar process stodio,meeting,deal,P2,High,scheduled,53,0,4,3,43.83,High
Mindmade,followup,deal,P2,Medium,pending,28,0,1,3,32.67,High
